Nama,Link
Unduh Publikasi,https://web-api.bps.go.id/download.php?f=X9d0nubYIgJ/02mNLedwOndjSFBOTFhYNmpiRTM2SmhCTVczRE1iblJUaENqc0hrREt0UStoTXhlYXV2Sm8yOFc3bGp4SWlSL2JlVUxRZDFJQnN1aFNyU09JbmhnNnJWcG9xRHJkRHYrOXV6THhDTStnSzNNd1VFWGJGWXFyWjlkd01JVkJlSzhPY2NsbGF0ZnJNbkU4R0tMU0pZWXRUaVg5QUtGbk1WWWVXV3AvQ1orZCtRVzh6SEdJMDMxQU1xUEtLNjNNVFRWYVdrRGtpellYNWZqNEhZaUFOU1NSUm1MTFNNdVpHbVAwRWRuV1czcDQxZnFsSWdzYTI2TUU3WjdybVJYUnZUczZvcCtTS0lTTGpENzlpS2RlY1JqN29KM3Zrd1BRPT0=
